0xeD33259a056F4fb449FFB7B7E2eCB43a9B5685Bf,4166666
0x2962DE226076CCE421147b5268921eF88cF0069B,1666666
0x74748d441d2cF255a5EA6c032B08471b85D5218B,1041666
0xF2da5ADd7C6f8A47997EfA04049EE7888542744b,3333333
0xfF7b6a8D0EDe69158B0C6Ffc82942cD9C8E00FF1,16666666
0x1dc622a664505af72b5e6cc1be755335bfcc3834,5000000
0xa7Cfd581060EC66414790691681732dB249502BD,29166666
0x99AeF27CF577D599214C5e775D713aab2Bac5761,10416666
0x5276cb99f022398701b205ce97fc3e73e3379ffb,5000000
0x6068B12921e44A430fB6C5A0c9f7d72d836b5DBd,10416666
0x00a365457Ba80285C2D7208Fb0d04D50CfC1aC17,416666
0x88ECfD9B73858478C894FEecA993c960b19cDeB4,16666666
0x004769ac372a0c970522fe33c66d946863a52a8c,10416666
0x6e8276F4EDee6EEff01a25215770C326783d7147,104166
0x0071e681554a08aB1F1174D3746d16F2F4A43642,625000
0x283D0C13A8eFb35d0eCEbB9c71D9182102e663FA,291666
0x5d0C10Ebc713012f82F2859E2F47A9Ee8d1318a3,416666
0x00e18d54DB9d663d28f19eE139a94191410f9A4c,208333
0x6fD4E1Dbf05033A7C4290477D7448e9b0A25bABF,104166
0xf16CFD73Fe21E1d2ffdC68C6348489AD917e8546,208333
0xDaCC0fd259CE0DE2829B38A0765970e7ab65346C,104166
0x32d44db61df0b10Ccf0164Df3D9cbeE72E3dF02c,208333
0x0030B7B79D9F2A6b19D5b63f5e63D82678D94c24,104166
0x839395e20bbB182fa440d08F850E6c7A8f6F0780,416666
0xEc9cE6E59ce95248Ecef070408E7cF35bBc79989,104166
0xEe82DDb350f48dd5712d54072172AA1A97c677C8,41666
0x6Fe7DdeE460DF1511ccdC4F87140D3AA2A801a19,104166
0x9ea3baa124aeea99ce5cb980088d523625acd512,104166
0x2a2A57a98a07D3CA5a46A0e1d51dEFffBeF54E4F,104166
0x00C016c2BDe2f068142F0887889306fc2A447B39,416666
0x2d19FDE5B4Cac4e1AfA54ee749C368C68c18316c,208333
0x9A5E4d421d72bc1835E6a7b9658CA1924D12d0E0,416666
0x9FDcD86062Be5287A81B692Bd2793Fb1787f6197,20833
0xA47e5562f5264059D75C6BD2C1080D2736a1CDd5,833333
0x36a0488f0d80202c2a1b3eb2d83ba71fc62860da,104166
0x59795FccFBe2F166651c6B73d10a7a1522A0ed89,416666
0x2d9D60C2257e7F60c15e82912Fd72D2eC9B84Bb7,416666
0x00C4904FB17A6eCBfACb609273c89791aBA0a5cd,104166
0xcc7560eB40E336949b7d5e933D3744b49609de1B,104166
0x00D2C876544bcaF8761282f4c95F434763aCeF60,416666
0xb1a2b43a7433dd150bb82227ed519cd6b142d382,416666
0x9F4860c577C5D0928d9b38153db8cb69112E346b,416666
0x21F7DC526b2132BCC4772E1707FBc2E18a281ed9,416666
0x39F4662bF97200DBfA00ED05e3141c8959151cFa,250000
0x7155302F5534712A764E1D3c0b0F99dEFe4Ad1fe,416666
0x1cade0dd3da13883d73bac2385e46ba51d981156,625000
0x45E8ECA25654c21445d3e64886d552c6381fc621,208333
0x16893e10b99a59afd2c60331e0b49241d4d4d7cc,416666
0xe7414A2F1Aa6B34f01E8D631444F0f6886fBfc6E,416666
0x4ECC719aA2AF9498FaB3c2178391A85A9Ac914C7,104166
0x270B22Be16E84D1383c4F1A0B384089b492E88BC,104166
0xc8C281EDa1B79d1A385679b31dF3C918247FF04C,416666
0x5ce0B0D1A987F0f84CD2BBafbb36fb2339383b6f,104166
0x575AAfAFDdc1Dff3f4072532f5d580105b6835Cb,416666
0x518611649eE8fEFeD0A4DA3D47bAB213c79ce9b5,416666
0xAade95376d00c9e9cDc0d7049dE055f2df6114b5,208333
0x264E5e87C8Dae4D2b526e94Cb51B2665B20e76E1,104166
0x1dba1131000664b884a1ba238464159892252d3a,8333333
0xAb232434C1E6eFC8118D12DEA87F6457e47FAd5E,416666
0x8D8ED0BBB8C0DD8D14c8652DE6fE362DFdD401a9,416666
0x4b7d1cc8005dfd224bcbf71d83f35e9650418242,104166
0x25e1d410112AfC80691B85f3fFD0994A1e5Ea140,208333
0x00676ef58700aA3c0F2F0b7C935b31470e373Eb8,208333
0x719acb379d309cf8b0a020c4c94568b6016a840b,104166
0xE05268C92117CBA26852A387F4657E9578304059,83333
0x9c6f14119C5039AdE67e7383B1C89f53729C629f,1041666
0x37DD4e12E09CbF64FA8B1D2B1Ac37730ACDc7529,208333
0x78179dCAb7e906F02f3F172233B152E4A5178F13,416666
0xfB755331Bf33E9E8376a56054DdA19c47E4D0627,208333
0x80d63799b1e08a80f73fb7a83264b5c31600bf3a,416666
0x882aA9BA810892C606FC29E6DbA057e8A317A36C,416666
0x6Eee7B3E4e19518f31c009cC351bb3a6C0714AA5,416666
0x35bED8269Dd2De8389254Cc72De8DeDfa8298B17,104166
0xfDb33f8AC7ce72d7D4795Dd8610E323B4C122fbB,833333
0x02E816AFC1b5C0f39852131959D946eb3b07b5ad,833333
0x8EDDa5513D44aDF8e7C7541Ba0de80f8d7F2FC96,833333
0x0037A6B811ffeB6e072DA21179d11B1406371C63,416666
0x98D7cb23644eE749C2A5dc85b606ffc3Da749396,416666
0x1db3439a222c519ab44bb1144fc28167b4fa6ee6,833333
0x5ed8cee6b63b1c6afce3ad7c92f4fd7e1b8fad9f,4166666
0x8811FdF0F988f0CD1B7E9DE252ABfA5b18c1cDb1,416666
0x426ab035E8ae39f2a094f824A9e96B4152ed0c92,208333
0xA495A5fc30C3ea0b999a2d36A759fFf9fa5224d4,104166
0x24B139E561874594b738C2735A24B8ea52b82571,416666
0x00ec3b9e2e7ba7ffbd1d77d100a29f8055c258bb,1250000
0x6aBdC251e5e99B628EA4261d178e2661f59b90EA,833333
0x76dF436353Ae2266b0e45dbF5A6f7Ad47829098d,104166
0x0aba55c93cf7292f71067b0ba0d8b464592895ca,416666
0x5b1025b0c08bd9f8601139cc5fb5c392da31bb8e,416666
0x6edd429c77803606cBd6Bb501CC701a6CAD6be01,416666
0x71ce2aa5f171c89887101b2ee709d9138921a6ba,416666
0xf388A47e25495Bd3F1Ae276Bfbfdc4b29eD6161a,104166
0xe0eff9aace3d6e027fe063ab06149cc6a4a504c3,416666
0x04CB1AdE2Bd72aCD758d4f7abacbC633fC532857,208333
0x0AcE2fe8b189d069020b06DF341998FAc33e94Bb,20833
0xf4FdA67fA9B6e3829D41f01b9A710D2E2F6BA784,20833
0xb3990e73a2ddb005b11946fe00891518e0c65ab8,20833
0x7BE8dA14C273005B1186f3DeB5EA5BC1A18C1c4F,20833
0x8962a1EC854f95A1829EFB5D48fe2EC19aC24136,20833
0xBEc9c12c124bfCbf8546580cda997CA9c0042E4E,20833
0x964d220e848fb3e70898ec4c4bf8ac39c7350543,20833
0xc2059ee0e3cd4f440743972b2c1a120bc26581f4,20833
0xDDf8f475EE3b847117ED3df673e85c8b4593bBf3,20833
0x3FC90B9Ec3dEb1712aed78FA29ef304566aD42EC,20833
0x37F1D672c89671F886B9a6AF09E0144E7f470B05,20833
0x36e72fafa7a7b1a9ce0609ed057f8d104058e5b6,20833
0x9De7e51Db35Ad3898683A78712185ADBA1B2b163,20833
0xf1ceea80826a10c1c3d9460da60943662d29e7b3,20833
0xD74BaF7d6bbb294748394cf6bfD0A39872a76b79,20833
0x571ad50a227bc03d42e9565ee4bb002ef1fdb226,20833
0x0868c6a952e5c5b3b29263259ef98a8c53c05729,20833
0x66E8F875C6840aDEf012320Fb50C7e3264F321ec,20833
0xFDfBB121935e162834C27f64F1700198493d2c55,20833
0x3A9c4ab18aE51Bf3f342d4c8c3A6f54ac21A44C4,20833
0xa49b77305087d961612be78811c5d819928abef4,20833
0x0BdDc77c4d8fb1D3e0d8F41E0e5f8Bb6E59Ef579,20833
0xd1324ada7e026211d0cacd90cae5777e340de948,20833
0x6CCcbf48C39A387fb9265ED56Cb16ABF9d966411,20833
0x213B09561d0960B90E9A7eC7743317769F1c52b8,20833
0x6Dd9530b2Cb8B2d7d9f7D5D898b6456EC5D94f08,20833
0x004b8D39928b9318f7709599ac8d717A3E65e102,20833
0x9d23e95b11D0FDcff990F473179B66df259d8F4c,20833
0xa7739b58741e59f358d52ec6ec5f181866cc4cf6,20833
0x2D28996180b7A6e817bb0aEF6F7013c8c4a2Dfe6,20833
0xbF6F5e78E154799C7856f4Cf9F269cf7A7201310,20833
0x8B13796d142822d0CdC6f94Db402F05bB68DA0e6,20833
0xCC404633DEDf6eC890038e600fD9288Da8c6D143,20833
0x0008C3707f06Caf0AbF7e7aB296C844851610ccF,20833
0x6095929ef6bc1f458090d14fD700448CE0973E10,20833
0x77c5a7084B488A254e7e0643e4BfAB831f9239C2,20833
0x9BC47064057371a59d1c2A7c907cdC6D7568dB47,20833
0x0681e6274bd1D606E9D192B550Fb1d20DB47cA85,20833
0x72c28693308F423B142b755EB6828E51873AA5D2,20833
0xa9af49f28Fa939Aa6D7a9683DE9A4319D1D8eCBa,20833
0x7E30D3836a8844E308342ba2981ece5f9f4A1377,20833
0x3c32f264cc10a01b03c895858532b751748d22e7,20833
0x52bB24A71aAb5f2DC01Aa1C8730aa27d9548Cd3a,20833
0x333113fCcF6E55969d71257d8552d194147B160e,20833
0x62301720DBAcf7B1D9Cd724Adc599dd5a269130a,20833
0x337e47d72C03399a303ffBeAfB110537348A24f9,20833
0xc95f7d13e60bc7b916c3925dd74edc0be2189a7a,20833
0xcb33b5b3365e5A39d51d473D43A5dA783Dc23355,20833
0x008e04a1EFCBEDfe39F33bAB9bd7b584695fB5D9,20833
0x7a572856da6f9d19c7396a1c0174708cbb745203,20833
0xffeaf10d70651cd3112b1e97289433be2bc18f50,20833
0x7dAfD53AEE8982aB1D767830c2fe50f62E3a98E6,41666
0x6a8076e1b8fC43D5e07d03Ba090d7a19e1cdafd1,20833
0xe8c68e9a0b288bfc322f31da297e87af90ab7e83,20833
0xaF4F46e668Ff2eF4FcC4b34e0B80c4225894B6Cb,20833
0xd98b8BA6bEcf3694A8BDeBA0c9e9B1918E5C0CD8,20833
0x4EA888Bb919Df69d82F794012dC94106992b5E7D,20833
0xe51699E7483d6b51f37efe269048397B27D9FeDd,20833
0x60e63c2f43f8b5daf32e8f7f2dd2e370100e9432,20833
0xeb49f9553FA991e133fEa5C0c2724e4409aCAB4A,20833
0x6e8db8ccdC7F3bEC8AF245FfE7b829A48328AB49,20833
0xa572215Ba9d59Acb1dC6D3bb372125DE51868abd,20833
0x009C4632e1688e7a7fe96f4B6013d1DACA075238,20833
0x9D4428D8E0E2fD00dcBbE4D635AA2B2f75E51e56,20833
0x739E44719F1C8A439c0eb9F49d046c91D89900d6,20833
0x6ec1b4bafDA425598549940b96561c8Aa692227B,20833
0xa5C5720E94a7D19De8eAcB8D905FC862690c9b16,20833
0x00730Fe3aa6b1a1322933E6263f55FABabC17Eb9,20833
0x91B45bDcaE669471dDDb613DE2D0E6F50c5e05f3,20833
0xE0916528e3C5F0dABdF51cd00BDd364e014F48E8,20833
0xEB8664FCAc34e577D8A0C2FbF6d7AF68439FCC0C,20833
0xf2b314Dbecfdd47c247d1efcDd4Cf5EF847CD304,62500
0x003E66C8E6bDc69EcB672B2dACCb05f68851752f,20833
0x580346022a6a73592718034b905b38167431B71F,20833
0xf73947cE3d2482168C9F3819522d938DBD5b617b,20833
0x7D292d9A7fBFEc944f17147c9Eca36bbe8308530,20833
0x8C4164ea40029a09Aa20C404Ba5b7FD08a7e9777,20833
0x019EdcB493Bd91e2b25b70f26D5d9041Fd7EF946,20833
0xc7de06718bb4ae5c17e743781be6baf956c03357,20833
0x00E912b4080BEF232056E76d34c332dcBA4F1fcF,20833
0x9082e0eac4b7d13f6db1259dfc8829859ed90329,20833
0x2554eDB5D81EdAd07Be553090D230a403A4544fa,20833
0x4bef3eaa68f4ec276ab1e7ecaa96709e4d20b49e,20833
0x07Dae622630D1136381933D2aD6B22b839d82102,20833
0xdFB3c8fe62A90965A47a02aF0a34A9C8C78571D7,20833
0x18a1a57cEC0E8C05859d6a6Be589914ee1dF27B5,20833
0x6a85883FA4579C4F9A040206B6AfEDf36863cF9c,20833
0x5cb5F46a655C02889172323760d12d0e5D83CDAf,20833
0x00affc8138f1056249149a3dfa99fc305507df67,20833
0x8ad88087765f5e7d87350c31c4782d23dd96eb8a,20833
0x2628277359d9bDc3075A53654a3E1d9A178086Dc,20833
0x9d08F84787f26f1eFF9858B04aaF160491395e35,20833
0x422DD917816Ad1dE921293A9A0996cBAce3ab65E,20833
0x1608BD64c604379ba250532CB13f31A0e12FdBAf,20833
0x9e25a3E151323e0bd3dA61F446E2405EfF38Fb9A,20833
0x8b8Ce7E49669CAf6De14d202561B1b95BD09f6d0,20833
0xDA8775C5648A83b6BAc69c16E72106d10866e9E7,20833
0x08251D925C0CaFdc8669c4C4c54b2DEaaCc553A1,20833
0xc3cc847B10E8D6B95d6F835BbAd9D32F64ec160F,20833
0x12D9A38A8C34808ef406eb4d09ac2BCD56061112,20833
0x5D196b547c9A91208a89C6806Fc1A86cea998013,20833
0x00A10c4B072807B96fF309d32bB1e994c80c7e37,20833
0x6c0B6a5Ac81E07F89238dA658a9F0E61bE6A0076,20833
0xf5a61bBcBAba9d2a9a6D0443c84f3E258CeacbB2,20833
0xaAb37eA6871718F4eE5d499e15b55E9f61822A53,20833
0xd6988f0bbe339dd24f168d7ed4554751cfc0f8a9,20833
0x2f32263ef86eE0194689553BAE5F549B50b86B86,20833
0xa9d4a2bcbe5b9e0869d70f0fe2e1d6aacd45edc5,20833
0xDEAA2e18867c2c620E13C895d6200Ed096D01D6B,20833
0x632da81d534400f84c52d137d136a6ec89a59d77,20833
0x1b00Ffd60332c7B99e5B73f926001Fe4a5d1F6e6,20833
0x76d5c762Fe0aC7F3539e51e3Ff027Cdf8486CAf2,20833
0x00267bBA8584c0e2Ab8e8ac5154F42C94Dd7E5aF,20833
0x0067A53b3EebB967E2831Cf5F9E2B2310C5CA1c9,20833
0x0fa38abec02bd4dbb87f189df50b674b9db0b468,20833
0xcEfA4b3763186A6511485b3583560C01A767be7E,20833
0xbae7329a0d322919f3a4fc56886deeb5ae318faf,20833
0xFAb70d48021e72c449A6111Fc4F40A004a0E52cc,20833
0x8888889201803e468f55333B6b3992B262f61951,20833
0x149F3f7b862CA3711D4c3fAc466b82540C200aA1,20833
0xd76B2B4E25e7d028d79560ED3ad5f27396639FFc,20833
0x147af46ae9ccd18bb35ca01b353b51990e49dce1,20833
0x300Ce242a9101f2eE5e9E0c44784ED2a3d29aE02,20833
0x4106cF2AB83C71663ADF109f88Ad8c229A92Efe2,20833
0x2feb16Dc7a240414188521418C9222A182Ee69Ae,20833
0x9c16a8fd56fe0602ba179543dcc4fdc945c5966a,20833
0x93AA7363E7fAaD169Af5f170a02faA71b4910C08,20833
0x8b0a7eE663Ff83E3d340880A6819a319DFaA69cB,20833
0x54E13ca8E3bE520A6858AcEE04C6e1f562Ddf443,20833
0x19af83a3dfca021df89eac36372175bebe5b6ff7,20833
0x3cddcb8cf10c4facfbf960309806d8a3a3f19a40,20833
0x2F60519a289e2723727b02F3e36C83E1FD512163,20833
0xB9BEE73ED54E77e76339a78438f148c0E51D482B,20833
0xf35c15B90A636342d999DBd23CfC23F46caFb636,20833
